fid,ORGANISATI,SUB_BUILDI,BUILDING_N,BUILDING_1,PRIMARY_TH,ALT_THORFA,SECONDARY_,LOCALITY,TOWNLAND,TOWN,COUNTY,POSTCODE,BLPU,UNIQUE_BUI,UPRN,USRN,LOCAL_COUN,X_COR,Y_COR,TEMP_COORD,BUILDING_S,ADDRESS_ST,CLASSIFICA,CREATION_D,COMMENCEME,ARCHIVED_D,ACTION_,UDPRN,POSTTOWN,xlong,ylat
"88",,,,8B,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186922127","185770300","35792",COLERAINE,"284472","432417",N,BUILT,APPROVED,DO_APART,,,,,"3621656",COLERAINE,648134.468307261,6111919.66903568
"89",,,,"35",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116794","185535803","7860",COLERAINE,"284233","432467",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621789",COLERAINE,647894.83768822,6111966.2298456
"90",,FLAT 12,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","185536867","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,DO_APART,,,,,,COLERAINE,647778.699921553,6112186.53302479
"91",,FLAT 16,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","185978744","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,DO_OTHER,,,,,"50985670",COLERAINE,647778.699921553,6112186.53302479
"92",,FLAT 13,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","185978742","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,DO_OTHER,,,,,"50985670",COLERAINE,647778.699921553,6112186.53302479
"93",,FLAT 5,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","185536862","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,DO_APART,,,,,,COLERAINE,647778.699921553,6112186.53302479
"94",,FLAT 4,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","185536861","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,DO_APART,,,,,"3622922",COLERAINE,647778.699921553,6112186.53302479
"95",,,,24C,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116591","185536756","7204",COLERAINE,"284182","432648",N,BUILT,APPROVED,DO_DETACHED,,,,,"3622843",COLERAINE,647841.264756274,6112146.4352209
"96",WOMANS AID,,,"13",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116470","185536737","7204",COLERAINE,"284151","432756",N,BUILT,APPROVED,ND_HEALTH,,,,,,COLERAINE,647808.729707304,6112253.95291879
"97",,APARTMENT 3,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380600","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"98",DEIRDRES HAIR SALON,,,"6",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117446","185535684","35792",COLERAINE,"284479","432415",N,BUILT,APPROVED,DO_APART,,,,,"3621651",COLERAINE,648141.494445383,6111917.76995531
"99",,,,"16",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116858","185536740","7204",COLERAINE,"284248","432582",N,BUILT,APPROVED,DO_SEMI,,,,,"3622833",COLERAINE,647908.186059128,6112081.40358345
"100",,,,"27",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186116872","185536724","14325",COLERAINE,"284253","432731",N,BUILT,APPROVED,DO_SEMI,,,,,"3622813",COLERAINE,647911.051236866,6112230.42204806
"101",,,,"4",HAZELBANK TERRACE,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DW,,"186116497","185535848","14835",COLERAINE,"284158","432426",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621824",COLERAINE,647820.451357573,6111924.17081071
"102",FAVOURITE CHICKEN RIBS,,,"17",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117396","185535677","35792",COLERAINE,"284450","432449",N,BUILT,APPROVED,ND_OTHER,,,,,,COLERAINE,648112.018049696,6111951.34270154
"103",,,,2D,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186922116","185770288","35792",COLERAINE,"284491","432414",N,BUILT,APPROVED,DO_APART,,,,,,COLERAINE,648153.504487931,6111916.94209553
"104",WATERSIDE DENTAL SURGERY,,,"7",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117441","185770297","35792",COLERAINE,"284477","432446",N,BUILT,APPROVED,ND_OFFICE,,,,,"3621666",COLERAINE,648139.051381114,6111948.73028556
"105",,,,"36",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116895","185535804","7860",COLERAINE,"284259","432436",N,BUILT,APPROVED,DO_TERRACE,,,,,,COLERAINE,647921.272197623,6111935.61309591
"106",,,,"4",HAZELBANK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DU,,"186116693","185535840","14836",COLERAINE,"284206","432418",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621816",COLERAINE,647868.548766304,6111916.86079923
"107",,,,"5",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116712","185537555","7859",COLERAINE,"284212","432500",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623614",COLERAINE,647873.372765066,6111998.917457
"108",,,,10A,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186922020","185770172","7860",COLERAINE,"284292","432445",Y,UNDER CONSTRUCTION,PROVISIONAL,ND_COMM_OTHER,,,,,,COLERAINE,647954.131598246,6111945.0822954
"109",,,,"68",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116242","185537591","7859",COLERAINE,"284098","432647",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623651",COLERAINE,647757.309028264,6112144.23306014
"110",,,,"13",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117024","185535781","7860",COLERAINE,"284292","432461",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621767",COLERAINE,647953.902552008,6111961.07659317
"111",,,,"27",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116553","185537548","7859",COLERAINE,"284172","432582",N,BUILT,APPROVED,DO_SEMI,,,,,"3623605",COLERAINE,647832.213153772,6112080.31559889
"112",,,,"1",STRAND ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3AA,,"186850454","185535819","10153",COLERAINE,"284491","432402",N,BUILT,APPROVED,DO_TERRACE,,,,,,COLERAINE,648153.676271944,6111904.94636844
"113",,FLAT 22,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770249","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622781",COLERAINE,648066.590298934,6111981.68746615
"114",,FLAT 15,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770242","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622773",COLERAINE,648066.590298934,6111981.68746615
"115",,FLAT 12,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770239","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622771",COLERAINE,648066.590298934,6111981.68746615
"116",,FLAT 9,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770236","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622798",COLERAINE,648066.590298934,6111981.68746615
"117",,FLAT 13,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185536772","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,,COLERAINE,648066.590298934,6111981.68746615
"118",,FLAT 31,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185536709","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622791",COLERAINE,648066.590298934,6111981.68746615
"119",,,,"10",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117219","185844513","7860",COLERAINE,"284365","432428",N,BUILT,APPROVED,ND_RETAIL,,,,,,COLERAINE,648027.34894867,6111929.13337487
"120",,,,"6",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116627","185537586","7859",COLERAINE,"284191","432466",N,BUILT,APPROVED,DO_TERRACE,,,,,,COLERAINE,647852.866976489,6111964.62895507
"121",CAPTAINS BAR,,,"8",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117268","185535817","7860",COLERAINE,"284388","432412",N,BUILT,APPROVED,ND_HOSPITALITY,,,,,"3621757",COLERAINE,648050.56980075,6111913.46832789
"122",HEATHER BURNS PHARMACY,,,"16",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117393","185770313","35792",COLERAINE,"284447","432420",N,BUILT,APPROVED,ND_OFFICE,,,,,,COLERAINE,648109.434263877,6111922.31008357
"123",EASTWOOD BOOKMAKERS,,,"20",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117367","185535689","35792",COLERAINE,"284434","432420",N,BUILT,APPROVED,ND_RETAIL,,,,,"3621652",COLERAINE,648096.438893648,6111922.12398402
"124",,,,10L,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186922030","185770182","7860",COLERAINE,"284292","432445",Y,UNDER CONSTRUCTION,PROVISIONAL,DO_APART,,,,,,COLERAINE,647954.131598246,6111945.0822954
"125",,,,"21",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186116909","185536721","14325",COLERAINE,"284262","432709",N,BUILT,APPROVED,DO_SEMI,,,,,"3622810",COLERAINE,647920.362976564,6112208.5587325
"126",,,,"4",OLD MODEL COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3AR,,"186116152","185534959","610",COLERAINE,"284077","432732",N,BUILT,APPROVED,DO_TERRACE,,,,,"3620947",COLERAINE,647735.099680873,6112228.90210774
"127",,,,"7",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116694","185537556","7859",COLERAINE,"284206","432509",N,BUILT,APPROVED,DO_SEMI,,,,,"3623615",COLERAINE,647867.246064914,6112007.8283555
"128",,,,"2",HAZELBANK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DU,,"186116705","185535833","14836",COLERAINE,"284210","432423",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621809",COLERAINE,647872.475763642,6111921.91627797
"129",,,,"24",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116724","185536747","7204",COLERAINE,"284216","432616",N,BUILT,APPROVED,DO_DETACHED,,,,,"3622840",COLERAINE,647875.71073548,6112114.933363
"130",,,,"12",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117120","185535780","7860",COLERAINE,"284328","432432",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621766",COLERAINE,647990.304869742,6111932.60228138
"131",,,PUMPING STATION,,CASTLE LANE,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DR,,"186117420","185844546","7114",COLERAINE,"284467","432558",N,BUILT,APPROVED,,,,,,,COLERAINE,648127.451608302,6112060.54724625
"132",PIZZA POMODORO,,,"4",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117456","185535682","35792",COLERAINE,"284485","432414",N,BUILT,APPROVED,ND_RETAIL,,,,,"3621661",COLERAINE,648147.506624301,6111916.85620347
"133",AGE CONCERN,,,"13",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117410","185535673","35792",COLERAINE,"284460","432446",N,BUILT,APPROVED,ND_RETAIL,,,,,"3621647",COLERAINE,648122.057434719,6111948.48692388
"134",WATERSIDE WAREHOUSE,,,"10",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117204","187122481","7860",COLERAINE,"284360","432428",N,BUILT,APPROVED,ND_COMM_OTHER,,,,,"3621764",COLERAINE,648022.350729964,6111929.06179808
"135",ORIENTAL TRADERS,,,"10",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117204","185535821","7860",COLERAINE,"284360","432428",N,BUILT,APPROVED,ND_COMM_OTHER,,,,,"3621763",COLERAINE,648022.350729964,6111929.06179808
"136",,FLAT 29,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770256","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622788",COLERAINE,648066.590298934,6111981.68746615
"137",,,,20B,CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116418","185537594","7859",COLERAINE,"284138","432505",N,BUILT,APPROVED,DO_DETACHED,,,,,"3623625",COLERAINE,647799.327573009,6112002.85633012
"138",,,,16A,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186850444","185535693","35792",COLERAINE,"284447","432420",N,BUILT,APPROVED,ND_RETAIL,,,,,"3621674",COLERAINE,648109.434263877,6111922.31008357
"139",,,,"8",CARTHALL TERRACE,,CARTHALL ROAD,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3EL,,"186116023","185536109","38160",COLERAINE,"284045","432688",N,BUILT,APPROVED,DO_TERRACE,,,,,"3622085",COLERAINE,647703.740990965,6112184.45970079
"140",ORIENTAL TRADERS,,,"10",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117134","185844507","7860",COLERAINE,"284337","432426",N,BUILT,APPROVED,ND_OTHER,,,,,"3621763",COLERAINE,647999.387555123,6111926.73325753
"141",THE PEKING GARDEN TAKE AWAY,,,"3",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117459","185535681","35792",COLERAINE,"284487","432442",N,BUILT,APPROVED,DO_APART,,,,,"3621660",COLERAINE,648149.105081942,6111944.87486384
"142",,,,"16",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116580","185537563","7859",COLERAINE,"284180","432491",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623620",COLERAINE,647841.513012873,6111989.46257148
"143",,FLAT 1,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","185536858","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,DO_APART,,,,,"3622918",COLERAINE,647778.699921553,6112186.53302479
"144",,,,1E,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186922110","185770282","35792",COLERAINE,"284472","432432",Y,UNDER CONSTRUCTION,PROVISIONAL,ND_OFFICE,,,,,,COLERAINE,648134.253576879,6111934.66369409
"145",,,,"22",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116528","185537567","7859",COLERAINE,"284164","432520",N,BUILT,APPROVED,DO_DETACHED,,,,,"3623626",COLERAINE,647825.103569441,6112018.22318322
"146",,,,"33",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116812","185535801","7860",COLERAINE,"284237","432465",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621787",COLERAINE,647898.864893189,6111964.28782019
"147",,APARTMENT 8,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380605","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"148",COLERAINE HEALTH CENTRE,,COLERAINE HEALTH CENTRE,"7",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186117291","185770197","7204",COLERAINE,"284400","432597",N,BUILT,APPROVED,ND_HEALTH,,,,,"3622821",COLERAINE,648059.917162747,6112098.5742104
"149",,,,10C,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186922021","185770173","7860",COLERAINE,"284292","432445",Y,UNDER CONSTRUCTION,PROVISIONAL,ND_COMM_OTHER,,,,,,COLERAINE,647954.131598246,6111945.0822954
"150",,,,"33",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116469","185537552","7859",COLERAINE,"284151","432613",N,BUILT,APPROVED,DO_DETACHED,,,,,"3623609",COLERAINE,647810.776858281,6112111.00391643
"151",,,,"2",CARTHALL ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LR,,"186116167","185537464","7526",COLERAINE,"284081","432653",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623523",COLERAINE,647740.229198099,6112149.98755319
"152",,,,10H,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186922026","185770178","7860",COLERAINE,"284292","432445",Y,NONE,REJECTED,ND_COMM_OTHER,,,,,,COLERAINE,647954.131598246,6111945.0822954
"153",,,,"23",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186116901","185536722","14325",COLERAINE,"284260","432714",N,BUILT,APPROVED,DO_SEMI,,,,,"3622811",COLERAINE,647918.292110484,6112213.52831863
"154",,,,"10",CARTHALL ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LR,,"186116089","185537462","7526",COLERAINE,"284059","432654",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623521",COLERAINE,647718.222730528,6112150.67225131
"155",,APARTMENT 12,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380609","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"156",,APARTMENT 11,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380608","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"157",,,,"52",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116352","185537582","7859",COLERAINE,"284123","432602",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623642",COLERAINE,647782.944315582,6112099.60700212
"158",,,,"16",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186116835","185536732","14325",COLERAINE,"284242","432700",N,BUILT,APPROVED,DO_SEMI,,,,,"3622806",COLERAINE,647900.498947622,6112199.27562512
"159",,,,"9",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116681","185537557","7859",COLERAINE,"284203","432516",N,BUILT,APPROVED,DO_SEMI,,,,,"3623616",COLERAINE,647864.146926115,6112014.78291336
"160",,,,"19",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116299","185536743","7204",COLERAINE,"284111","432792",N,BUILT,APPROVED,DO_SEMI,,,,,"3622836",COLERAINE,647768.228601491,6112289.36744365
"161",,,,"15",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117011","185535783","7860",COLERAINE,"284287","432462",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621769",COLERAINE,647948.890018481,6111962.00465975
"162",,,,"12",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186983115","185536730","14325",COLERAINE,"284232","432682",N,BUILT,APPROVED,DO_APART,,,,,"3622802",COLERAINE,647890.760196004,6112181.1388844
"163",,,,"1",HAZELBANK TERRACE,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DW,,"186116577","185535845","14835",COLERAINE,"284179","432437",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621821",COLERAINE,647841.28640095,6111935.46751064
"164",LLOYDS PHARMACY,,,"1",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186117348","187144122","7204",COLERAINE,"284420","432456",N,BUILT,APPROVED,ND_RETAIL,,,,,"3622823",COLERAINE,648081.928526316,6111957.91074635
"165",LILIAN DAVIS STUDIO,,,"9",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117433","185535687","35792",COLERAINE,"284472","432448",N,BUILT,APPROVED,ND_RETAIL,,,,,"3621658",COLERAINE,648134.024530751,6111950.65799638
"166",,,,"15",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186116900","185536718","14325",COLERAINE,"284260","432679",N,BUILT,APPROVED,DO_SEMI,,,,,"3622805",COLERAINE,647918.793162362,6112178.54079464
"167",THE CASTLE BAR,,,"19",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117381","185535679","35792",COLERAINE,"284443","432454",N,BUILT,APPROVED,ND_HOSPITALITY,,,,,"3621649",COLERAINE,648104.948965605,6111956.240713
"168",,,,"5",HAZELBANK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DU,,"186116396","185535841","14836",COLERAINE,"284133","432418",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621817",COLERAINE,647795.574795151,6111915.81578035
"169",,,,"6",CARTHALL ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LR,,"186116126","185537466","7526",COLERAINE,"284070","432653",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623525",COLERAINE,647729.233122062,6112149.83008063
"170",,,,"8",HAZELBANK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DU,,"186116670","185535844","14836",COLERAINE,"284199","432411",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621820",COLERAINE,647861.65146912,6111909.76308764
"171",,,,24A,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116690","185536754","7204",COLERAINE,"284205","432627",N,BUILT,APPROVED,DO_DETACHED,,,,,"3622841",COLERAINE,647864.557184978,6112125.77196905
"172",,,,"25",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186116888","185536723","14325",COLERAINE,"284257","432726",N,BUILT,APPROVED,DO_SEMI,,,,,"3622812",COLERAINE,647915.121390158,6112225.48109367
"173",,,,"23",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116913","185770183","7860",COLERAINE,"284263","432463",N,BUILT,APPROVED,DO_TERRACE,,,,,,COLERAINE,647924.88425663,6111962.66073363
"174",COLERAINE CHILDCARE OFFICE,,,7A,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186117006","185770199","7204",COLERAINE,"284284","432625",N,BUILT,APPROVED,ND_OFFICE,,,,,"3622822",COLERAINE,647943.557656122,6112124.90361895
