fid,ORGANISATI,SUB_BUILDI,BUILDING_N,BUILDING_1,PRIMARY_TH,ALT_THORFA,SECONDARY_,LOCALITY,TOWNLAND,TOWN,COUNTY,POSTCODE,BLPU,UNIQUE_BUI,UPRN,USRN,LOCAL_COUN,X_COR,Y_COR,TEMP_COORD,BUILDING_S,ADDRESS_ST,CLASSIFICA,CREATION_D,COMMENCEME,ARCHIVED_D,ACTION_,UDPRN,POSTTOWN,xlong,ylat
"175",,,,"26",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117010","185535794","7860",COLERAINE,"284287","432434",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621780",COLERAINE,647949.290849169,6111934.01463886
"176",,,,"11",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117036","185535779","7860",COLERAINE,"284297","432461",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621765",COLERAINE,647958.900770171,6111961.14817018
"177",,,,"11",RIVERVIEW AVENUE,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3JA,,"186116828","185536938","11042",COLERAINE,"284241","432766",N,BUILT,APPROVED,DO_DETACHED,,,,,"3622999",COLERAINE,647898.554459735,6112265.23778102
"178",DIGITAL TACHOGRAPH SECTION DRIVER LICENSING,,COUNTY HALL,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3TD,,"186117372","187344335","7204",COLERAINE,"284438","432764",N,BUILT,APPROVED,ND_OTHER,,,,,"3624921",COLERAINE,648095.512896504,6112266.05872242
"179",,,,10E,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186922023","185770175","7860",COLERAINE,"284292","432445",Y,UNDER CONSTRUCTION,PROVISIONAL,DO_APART,,,,,,COLERAINE,647954.131598246,6111945.0822954
"180",,,,"10",OLD MODEL COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3AR,,"186983063","185534965","610",COLERAINE,"284047","432740",N,BUILT,APPROVED,DO_APART,,,,,"3620934",COLERAINE,647704.995856888,6112236.46977911
"181",,,,"3",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186850601","185536712","14325",COLERAINE,"284255","432657",N,BUILT,APPROVED,DO_APART,,,,,"3622814",COLERAINE,647914.109890477,6112156.47705812
"182",,,,10A,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186850448","185535702","35792",COLERAINE,"284466","432418",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621672",COLERAINE,648128.456128462,6111920.58278748
"183",,,,"48",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116373","185537580","7859",COLERAINE,"284128","432593",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623640",COLERAINE,647788.071372803,6112090.68179008
"184",,FLAT 14,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","185536860","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,DO_APART,,,,,,COLERAINE,647778.699921553,6112186.53302479
"185",,,,24D,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116529","185536757","7204",COLERAINE,"284164","432671",N,BUILT,APPROVED,DO_DETACHED,,,,,"3622844",COLERAINE,647822.941913386,6112169.16933663
"186",,,,"8",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116997","185536751","7204",COLERAINE,"284278","432550",N,BUILT,APPROVED,DO_SEMI,,,,,"3622848",COLERAINE,647938.633464452,6112049.84445659
"187",,,,"11",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116634","185536735","7204",COLERAINE,"284192","432717",N,BUILT,APPROVED,DO_DETACHED,,,,,"3622827",COLERAINE,647850.27340465,6112215.55377496
"188",,,,10D,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186922022","185770174","7860",COLERAINE,"284292","432445",Y,NONE,REJECTED,ND_RETAIL,,,,,,COLERAINE,647954.131598246,6111945.0822954
"189",,APARTMENT 7,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380604","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"190",,APARTMENT 5,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380602","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"191",,,,"20",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116795","185536744","7204",COLERAINE,"284233","432598",N,BUILT,APPROVED,DO_SEMI,,,,,"3622837",COLERAINE,647892.962356448,6112097.18314576
"192",,,,"10",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116602","185537560","7859",COLERAINE,"284186","432478",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623617",COLERAINE,647847.696974215,6111976.55309938
"193",WHITES MEDICAL HALL,,,"5",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117449","185535683","35792",COLERAINE,"284481","432453",N,BUILT,APPROVED,ND_RETAIL,,,,,,COLERAINE,648142.949749012,6111955.78505448
"194",,,,11A,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"187048238","185978654","35792",COLERAINE,"284466","432448",N,BUILT,APPROVED,ND_RETAIL,,,,,,COLERAINE,648128.026667314,6111950.572104
"195",,,,20A,CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116397","185537595","7859",COLERAINE,"284133","432490",N,BUILT,APPROVED,DO_DETACHED,,,,,"3623624",COLERAINE,647794.544087818,6111987.79010243
"196",,,,"7",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186850603","185536714","14325",COLERAINE,"284255","432657",N,BUILT,APPROVED,DO_APART,,,,,"3622818",COLERAINE,647914.109890477,6112156.47705812
"197",,,,"31",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116506","185537551","7859",COLERAINE,"284160","432597",N,BUILT,APPROVED,DO_DETACHED,,,,,"3623608",COLERAINE,647820.002698799,6112095.13846281
"198",,,,"44",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116391","185537578","7859",COLERAINE,"284132","432583",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623638",COLERAINE,647792.213102155,6112080.74261897
"199",,,,"20",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116567","185537566","7859",COLERAINE,"284176","432500",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623623",COLERAINE,647837.385600051,6111998.40210055
"200",,,,"9",RIVERVIEW AVENUE,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3JA,,"186116695","185536960","11042",COLERAINE,"284206","432774",N,BUILT,APPROVED,DO_DETACHED,,,,,"3623021",COLERAINE,647863.452410242,6112272.73387302
"201",,,,"21",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116958","185535790","7860",COLERAINE,"284269","432463",N,BUILT,APPROVED,DO_TERRACE,,,,,,COLERAINE,647930.882118158,6111962.74662606
"202",,,,"30",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116984","185535798","7860",COLERAINE,"284276","432437",N,BUILT,APPROVED,DO_TERRACE,,,,,,COLERAINE,647938.251823328,6111936.85610066
"203",,,,"19",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116988","185535787","7860",COLERAINE,"284277","432462",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621773",COLERAINE,647938.893582352,6111961.86150571
"204",,FLAT 28,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770255","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622787",COLERAINE,648066.590298934,6111981.68746615
"205",,FLAT 6,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770233","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622795",COLERAINE,648066.590298934,6111981.68746615
"206",PORTERHOUSE BAR,,,"12",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117407","185535672","35792",COLERAINE,"284459","432417",N,BUILT,APPROVED,ND_HOSPITALITY,,,,,"3621662",COLERAINE,648121.472936521,6111919.48293617
"207",,,,2B,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186922114","185770286","35792",COLERAINE,"284491","432414",N,BUILT,APPROVED,DO_APART,,,,,"3621678",COLERAINE,648153.504487931,6111916.94209553
"208",,,,"21",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116270","185536745","7204",COLERAINE,"284104","432797",N,BUILT,APPROVED,DO_SEMI,,,,,"3622838",COLERAINE,647761.159518734,6112294.26544876
"209",,,,"14",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186116834","185536731","14325",COLERAINE,"284242","432695",N,BUILT,APPROVED,DO_SEMI,,,,,"3622804",COLERAINE,647900.570526463,6112194.27740754
"210",,,,"7",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117072","185535816","7860",COLERAINE,"284306","432459",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621801",COLERAINE,647967.926193766,6111959.27772156
"211",,,,"2",HAZELBANK TERRACE,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DW,,"186116552","185535846","14835",COLERAINE,"284172","432433",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621822",COLERAINE,647834.346158223,6111931.36872944
"212",,,,"12",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116588","185537561","7859",COLERAINE,"284182","432481",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623618",COLERAINE,647843.655454112,6111979.494768
"213",,,,"32",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116463","185537572","7859",COLERAINE,"284150","432551",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623631",COLERAINE,647810.664780899,6112049.01171128
"214",,,,"46",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116384","185537579","7859",COLERAINE,"284130","432588",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623639",COLERAINE,647790.142237495,6112085.71220454
"215",,,,"27",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116871","185535795","7860",COLERAINE,"284253","432465",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621781",COLERAINE,647914.859190068,6111964.51686669
"216",WATERSIDE POST OFFICE,,,"14",WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117400","185535674","35792",COLERAINE,"284453","432418",N,BUILT,APPROVED,ND_RETAIL,,,,,,COLERAINE,648115.460757846,6111920.39668795
"217",,,,"14",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117104","185535782","7860",COLERAINE,"284319","432432",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621768",COLERAINE,647981.308076621,6111932.47344314
"218",,,,"35",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116451","185537553","7859",COLERAINE,"284148","432623",N,BUILT,APPROVED,DO_DETACHED,,,,,"3623610",COLERAINE,647807.634771727,6112120.95740327
"219",,,,"25",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116890","185535793","7860",COLERAINE,"284258","432463",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621779",COLERAINE,647919.886038734,6111962.58915661
"220",,,,"12",CARTHALL ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LR,,"186116069","185537463","7526",COLERAINE,"284053","432654",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623522",COLERAINE,647712.224871054,6112150.58635719
"221",,FLAT 30,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770257","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622790",COLERAINE,648066.590298934,6111981.68746615
"222",,FLAT 26,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770253","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622785",COLERAINE,648066.590298934,6111981.68746615
"223",,FLAT 23,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770250","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622782",COLERAINE,648066.590298934,6111981.68746615
"224",,FLAT 20,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770247","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622779",COLERAINE,648066.590298934,6111981.68746615
"225",,FLAT 16,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770243","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622774",COLERAINE,648066.590298934,6111981.68746615
"226",,FLAT 8,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770235","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622797",COLERAINE,648066.590298934,6111981.68746615
"227",,FLAT 4,HAZLETT COURT,,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HL,,"186850610","185770231","7204",COLERAINE,"284405","432480",N,BUILT,APPROVED,DO_APART,,,,,"3622793",COLERAINE,648066.590298934,6111981.68746615
"228",,,,"42",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116793","185535811","7860",COLERAINE,"284233","432438",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621796",COLERAINE,647895.252834377,6111937.24018357
"229",,,,"5",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186850602","185536713","14325",COLERAINE,"284255","432657",N,BUILT,APPROVED,DO_APART,,,,,"3622816",COLERAINE,647914.109890477,6112156.47705812
"230",,,,"21",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116581","185537545","7859",COLERAINE,"284180","432562",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623602",COLERAINE,647840.496612629,6112060.43725503
"231",BREEZEMOUNT HOUSE B&B,,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","187366045","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,,,,,,,COLERAINE,647778.699921553,6112186.53302479
"232",,FLAT 11,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","185978748","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,DO_OTHER,,,,,"50985670",COLERAINE,647778.699921553,6112186.53302479
"233",,FLAT 15,BREEZEMOUNT HOUSE,"26",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116336","185978743","7204",COLERAINE,"284120","432689",N,BUILT,APPROVED,DO_OTHER,,,,,"50985670",COLERAINE,647778.699921553,6112186.53302479
"234",,,,"15",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116406","185536739","7204",COLERAINE,"284135","432767",N,BUILT,APPROVED,DO_DETACHED,,,,,"3622832",COLERAINE,647792.577938859,6112264.71994191
"235",,,,24E,CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186116484","185536758","7204",COLERAINE,"284155","432681",N,BUILT,APPROVED,DO_DETACHED,,,,,"3622845",COLERAINE,647813.801965451,6112179.03692894
"236",,,SHED,,CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116125","185844451","7859",COLERAINE,"284070","432616",N,BUILT,APPROVED,ND_OTHER,,,,,,COLERAINE,647729.762801369,6112112.84328037
"237",,APARTMENT 4,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380601","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"238",,,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,,,"187380586","187380587","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,,647989.93266986,6111958.59301674
"239",,,,41B,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186922032","185770185","7860",COLERAINE,"284216","432477",N,BUILT,APPROVED,DO_APART,,,,,"51108829",COLERAINE,647877.700594194,6111975.98291858
"240",,,,"1",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186983116","185536711","14325",COLERAINE,"284255","432657",N,BUILT,APPROVED,DO_APART,,,,,"3622799",COLERAINE,647914.109890477,6112156.47705812
"241",,,,"46",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186116744","185535813","7860",COLERAINE,"284222","432439",N,BUILT,APPROVED,DO_TERRACE,,,,,,COLERAINE,647884.24244019,6111938.08235808
"242",,,,"8",OLD MODEL COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3AR,,"186983057","185534963","610",COLERAINE,"284046","432751",N,BUILT,APPROVED,DO_APART,,,,,"3620951",COLERAINE,647703.838739549,6112247.45153854
"243",,,,"19",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186116919","185536720","14325",COLERAINE,"284264","432697",N,BUILT,APPROVED,DO_SEMI,,,,,"3622808",COLERAINE,647922.534053035,6112196.5916415
"244",,,,"17",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116594","185537543","7859",COLERAINE,"284183","432548",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623600",COLERAINE,647843.695960551,6112046.48519363
"245",,,,"7",RIVERVIEW AVENUE,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3JA,,"186116612","185536958","11042",COLERAINE,"284188","432797",N,BUILT,APPROVED,DO_DETACHED,,,,,"3623019",COLERAINE,647845.129562279,6112295.46798583
"246",,,,"24",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117023","185535792","7860",COLERAINE,"284292","432435",N,BUILT,APPROVED,DO_TERRACE,,,,,,COLERAINE,647954.274751942,6111935.08585928
"247",,APARTMENT 9,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380606","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"248",,APARTMENT 2,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380599","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"249",,APARTMENT 1,,1-3,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"187380586","187380598","7860",COLERAINE,"284328","432458",Y,UNDER CONSTRUCTION,PROVISIONAL,,04-Feb-11,04-Feb-11,,,,COLERAINE,647989.93266986,6111958.59301674
"250",,,,1A,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186117473","185770278","35792",COLERAINE,"284501","432470",N,BUILT,APPROVED,ND_OFFICE,,,,,,COLERAINE,648162.699265698,6111973.06530952
"251",,,,17A,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186850443","185535692","35792",COLERAINE,"284450","432449",N,BUILT,APPROVED,ND_RETAIL,,,,,"3621675",COLERAINE,648112.018049696,6111951.34270154
"252",,,,"9",LISLEA COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HN,,"186850604","185536715","14325",COLERAINE,"284255","432657",N,BUILT,APPROVED,DO_APART,,,,,"3622820",COLERAINE,647914.109890477,6112156.47705812
"253",,,,"64",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116283","185537589","7859",COLERAINE,"284108","432630",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623649",COLERAINE,647767.548827782,6112127.38228067
"254",,,,"10",CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186117261","185844520","7860",COLERAINE,"284383","432425",N,BUILT,APPROVED,,,,,,,COLERAINE,648045.385482402,6111926.39212005
"255",,,,"12",HAZELBANK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DU,,"186116598","185535829","14836",COLERAINE,"284184","432402",N,BUILT,APPROVED,DO_TERRACE,,,,,"3621805",COLERAINE,647846.785654772,6111900.55156687
"256",,,,"13",OLD MODEL COURT,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3AR,,"186983064","185534968","610",COLERAINE,"284048","432705",N,BUILT,APPROVED,DO_APART,,,,,"3620937",COLERAINE,647706.496552863,6112201.4965826
"257",,,,1C,WATERSIDE STREET,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DP,,"186922108","185770280","35792",COLERAINE,"284472","432432",Y,UNDER CONSTRUCTION,PROVISIONAL,ND_OFFICE,,,,,,COLERAINE,648134.253576879,6111934.66369409
"258",,,,"50",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LZ,,"186116361","185537581","7859",COLERAINE,"284125","432597",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623641",COLERAINE,647785.015180325,6112094.63741665
"259",,,,"15",CAPTAIN STREET UPPER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3LY,,"186116603","185537542","7859",COLERAINE,"284186","432543",N,BUILT,APPROVED,DO_TERRACE,,,,,"3623599",COLERAINE,647846.766468546,6112041.52992303
"260",COLERAINE HEALTH CLINIC,,COLERAINE HEALTH CENTRE,"7",CASTLEROCK ROAD,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3HP,,"186117291","185770198","7204",COLERAINE,"284400","432597",N,BUILT,APPROVED,ND_HEALTH,,,,,,COLERAINE,648059.917162747,6112098.5742104
"261",,,,41C,CAPTAIN STREET LOWER,,,,WATERSIDE,COLERAINE,LONDONDERRY,BT51 3DT,,"186922033","185770186","7860",COLERAINE,"284216","432477",N,BUILT,APPROVED,DO_APART,,,,,"51108830",COLERAINE,647877.700594194,6111975.98291858
